review,label,phrase,sentiment
"Very nice hotel set in comfortable grounds where one can walk outdoors. Hotel room was clean and comfortable. Staff were amazing! Duty manager Urmila was exceptionally - she made us feel as though we were visiting friends rather than staying in a hotel :) She was friendly, courteous and professional - as were all the staff we interacted with. Food in the in-house restaurant was also good. Would definitely stay here again.",9,Nice Hotel,positive
"Very nice hotel set in comfortable grounds where one can walk outdoors. Hotel room was clean and comfortable. Staff were amazing! Duty manager Urmila was exceptionally - she made us feel as though we were visiting friends rather than staying in a hotel :) She was friendly, courteous and professional - as were all the staff we interacted with. Food in the in-house restaurant was also good. Would definitely stay here again.",9,Comfortable Grounds,positive
"Very nice hotel set in comfortable grounds where one can walk outdoors. Hotel room was clean and comfortable. Staff were amazing! Duty manager Urmila was exceptionally - she made us feel as though we were visiting friends rather than staying in a hotel :) She was friendly, courteous and professional - as were all the staff we interacted with. Food in the in-house restaurant was also good. Would definitely stay here again.",9,Clean Room,positive
"Very nice hotel set in comfortable grounds where one can walk outdoors. Hotel room was clean and comfortable. Staff were amazing! Duty manager Urmila was exceptionally - she made us feel as though we were visiting friends rather than staying in a hotel :) She was friendly, courteous and professional - as were all the staff we interacted with. Food in the in-house restaurant was also good. Would definitely stay here again.",9,Comfortable Room,positive
"Very nice hotel set in comfortable grounds where one can walk outdoors. Hotel room was clean and comfortable. Staff were amazing! Duty manager Urmila was exceptionally - she made us feel as though we were visiting friends rather than staying in a hotel :) She was friendly, courteous and professional - as were all the staff we interacted with. Food in the in-house restaurant was also good. Would definitely stay here again.",9,Amazing Staff,positive
"Very nice hotel set in comfortable grounds where one can walk outdoors. Hotel room was clean and comfortable. Staff were amazing! Duty manager Urmila was exceptionally - she made us feel as though we were visiting friends rather than staying in a hotel :) She was friendly, courteous and professional - as were all the staff we interacted with. Food in the in-house restaurant was also good. Would definitely stay here again.",9,Exceptional Duty Manager,positive
"Very nice hotel set in comfortable grounds where one can walk outdoors. Hotel room was clean and comfortable. Staff were amazing! Duty manager Urmila was exceptionally - she made us feel as though we were visiting friends rather than staying in a hotel :) She was friendly, courteous and professional - as were all the staff we interacted with. Food in the in-house restaurant was also good. Would definitely stay here again.",9,Friendly Staff,positive
"Very nice hotel set in comfortable grounds where one can walk outdoors. Hotel room was clean and comfortable. Staff were amazing! Duty manager Urmila was exceptionally - she made us feel as though we were visiting friends rather than staying in a hotel :) She was friendly, courteous and professional - as were all the staff we interacted with. Food in the in-house restaurant was also good. Would definitely stay here again.",9,Courteous Staff,positive
"Very nice hotel set in comfortable grounds where one can walk outdoors. Hotel room was clean and comfortable. Staff were amazing! Duty manager Urmila was exceptionally - she made us feel as though we were visiting friends rather than staying in a hotel :) She was friendly, courteous and professional - as were all the staff we interacted with. Food in the in-house restaurant was also good. Would definitely stay here again.",9,Professional Staff,positive
"Very nice hotel set in comfortable grounds where one can walk outdoors. Hotel room was clean and comfortable. Staff were amazing! Duty manager Urmila was exceptionally - she made us feel as though we were visiting friends rather than staying in a hotel :) She was friendly, courteous and professional - as were all the staff we interacted with. Food in the in-house restaurant was also good. Would definitely stay here again.",9,Good Food,positive
"Very nice hotel set in comfortable grounds where one can walk outdoors. Hotel room was clean and comfortable. Staff were amazing! Duty manager Urmila was exceptionally - she made us feel as though we were visiting friends rather than staying in a hotel :) She was friendly, courteous and professional - as were all the staff we interacted with. Food in the in-house restaurant was also good. Would definitely stay here again.",9,Repeat Stay,positive
"Myself and my wife stayed at your excellent hotel for one night (24th-25th April). Our stay was very pleasant, the room and bathroom were clean and smelled fresh. We had dined at your inhouse restaurant in the evening, (al la carte) the food was exceptional both the veg and non veg. The waiter ( name I cannot recall) was really good as he went out of his way to serve and answer questions my wife was asking him regarding the menu. (what he could not answer he went and confirmed with the head chef). Next day we had an early morning flight to catch, after checking out we faced difficulties with the arranged taxi, your reception staff (Mr Himanshu, Mr Vinod and Mr Mayur) were very helpful in assisting us with our transport and calming us with refreshment while we waited. Before booking the reservations at your hotel we had already made provisional booking for a hotel at AeroCity, (that being closer to the airport) After staying at Four Points Sheraton, we WILL be highly recommending all our friends and family to stay here as your staff are your BEST asset. Looking forward to our next visit to India.",9,Pleasant Stay,positive
"Myself and my wife stayed at your excellent hotel for one night (24th-25th April). Our stay was very pleasant, the room and bathroom were clean and smelled fresh. We had dined at your inhouse restaurant in the evening, (al la carte) the food was exceptional both the veg and non veg. The waiter ( name I cannot recall) was really good as he went out of his way to serve and answer questions my wife was asking him regarding the menu. (what he could not answer he went and confirmed with the head chef). Next day we had an early morning flight to catch, after checking out we faced difficulties with the arranged taxi, your reception staff (Mr Himanshu, Mr Vinod and Mr Mayur) were very helpful in assisting us with our transport and calming us with refreshment while we waited. Before booking the reservations at your hotel we had already made provisional booking for a hotel at AeroCity, (that being closer to the airport) After staying at Four Points Sheraton, we WILL be highly recommending all our friends and family to stay here as your staff are your BEST asset. Looking forward to our next visit to India.",9,Clean Room,positive
"Myself and my wife stayed at your excellent hotel for one night (24th-25th April). Our stay was very pleasant, the room and bathroom were clean and smelled fresh. We had dined at your inhouse restaurant in the evening, (al la carte) the food was exceptional both the veg and non veg. The waiter ( name I cannot recall) was really good as he went out of his way to serve and answer questions my wife was asking him regarding the menu. (what he could not answer he went and confirmed with the head chef). Next day we had an early morning flight to catch, after checking out we faced difficulties with the arranged taxi, your reception staff (Mr Himanshu, Mr Vinod and Mr Mayur) were very good in assisting us with our transport and calming us with refreshment while we waited. Before booking the reservations at your hotel we had already made provisional booking for a hotel at AeroCity, (that being closer to the airport) After staying at Four Points Sheraton, we WILL be highly recommending all our friends and family to stay here as your staff are your BEST asset. Looking forward to our next visit to India.",9,Clean Bathroom,positive
"Myself and my wife stayed at your excellent hotel for one night (24th-25th April). Our stay was very pleasant, the room and bathroom were clean and smelled fresh. We had dined at your inhouse restaurant in the evening, (al la carte) the food was exceptional both the veg and non veg. The waiter ( name I cannot recall) was really good as he went out of his way to serve and answer questions my wife was asking him regarding the menu. (what he could not answer he went and confirmed with the head chef). Next day we had an early morning flight to catch, after checking out we faced difficulties with the arranged taxi, your reception staff (Mr Himanshu, Mr Vinod and Mr Mayur) were very helpful in assisting us with our transport and calming us with refreshment while we waited. Before booking the reservations at your hotel we had already made provisional booking for a hotel at AeroCity, (that being closer to the airport) After staying at Four Points Sheraton, we WILL be highly recommending all our friends and family to stay here as your staff are your BEST asset. Looking forward to our next visit to India.",9,Fresh Smell,positive
"Myself and my wife stayed at your excellent hotel for one night (24th-25th April). Our stay was very pleasant, the room and bathroom were clean and smelled fresh. We had dined at your inhouse restaurant in the evening, (al la carte) the food was exceptional both the veg and non veg. The waiter ( name I cannot recall) was really good as he went out of his way to serve and answer questions my wife was asking him regarding the menu. (what he could not answer he went and confirmed with the head chef). Next day we had an early morning flight to catch, after checking out we faced difficulties with the arranged taxi, your reception staff (Mr Himanshu, Mr Vinod and Mr Mayur) were very helpful in assisting us with our transport and calming us with refreshment while we waited. Before booking the reservations at your hotel we had already made provisional booking for a hotel at AeroCity, (that being closer to the airport) After staying at Four Points Sheraton, we WILL be highly recommending all our friends and family to stay here as your staff are your BEST asset. Looking forward to our next visit to India.",9,Exceptional Food,positive
"Myself and my wife stayed at your excellent hotel for one night (24th-25th April). Our stay was very pleasant, the room and bathroom were clean and smelled fresh. We had dined at your inhouse restaurant in the evening, (al la carte) the food was exceptional both the veg and non veg. The waiter ( name I cannot recall) was really good as he went out of his way to serve and answer questions my wife was asking him regarding the menu. (what he could not answer he went and confirmed with the head chef). Next day we had an early morning flight to catch, after checking out we faced difficulties with the arranged taxi, your reception staff (Mr Himanshu, Mr Vinod and Mr Mayur) were very helpful in assisting us with our transport and calming us with refreshment while we waited. Before booking the reservations at your hotel we had already made provisional booking for a hotel at AeroCity, (that being closer to the airport) After staying at Four Points Sheraton, we WILL be highly recommending all our friends and family to stay here as your staff are your BEST asset. Looking forward to our next visit to India.",9,Good Waiter Service,positive
"Myself and my wife stayed at your excellent hotel for one night (24th-25th April). Our stay was very pleasant, the room and bathroom were clean and smelled fresh. We had dined at your inhouse restaurant in the evening, (al la carte) the food was exceptional both the veg and non veg. The waiter ( name I cannot recall) was really good as he went out of his way to serve and answer questions my wife was asking him regarding the menu. (what he could not answer he went and confirmed with the head chef). Next day we had an early morning flight to catch, after checking out we faced difficulties with the arranged taxi, your reception staff (Mr Himanshu, Mr Vinod and Mr Mayur) were very helpful in assisting us with our transport and calming us with refreshment while we waited. Before booking the reservations at your hotel we had already made provisional booking for a hotel at AeroCity, (that being closer to the airport) After staying at Four Points Sheraton, we WILL be highly recommending all our friends and family to stay here as your staff are your BEST asset. Looking forward to our next visit to India.",9,Helpful Reception Staff,positive
"Myself and my wife stayed at your excellent hotel for one night (24th-25th April). Our stay was very pleasant, the room and bathroom were clean and smelled fresh. We had dined at your inhouse restaurant in the evening, (al la carte) the food was exceptional both the veg and non veg. The waiter ( name I cannot recall) was really good as he went out of his way to serve and answer questions my wife was asking him regarding the menu. (what he could not answer he went and confirmed with the head chef). Next day we had an early morning flight to catch, after checking out we faced difficulties with the arranged taxi, your reception staff (Mr Himanshu, Mr Vinod and Mr Mayur) were very helpful in assisting us with our transport and calming us with refreshment while we waited. Before booking the reservations at your hotel we had already made provisional booking for a hotel at AeroCity, (that being closer to the airport) After staying at Four Points Sheraton, we WILL be highly recommending all our friends and family to stay here as your staff are your BEST asset. Looking forward to our next visit to India.",9,Best Staff Asset,positive
Very hygienic and good location,9,Hygienic Property,positive
Very hygienic and good location,9,Good Location,positive
Wonderful property.,9,Wonderful Property,positive
Very nice property,9,Very Nice Property,positive
Dirty bathroom and rooms .They didn?Û?Èº?‰Ût even kept a dustbin in the room,2,Dirty Bathroom,negative
Dirty bathroom and rooms .They didn?Û?Èº?‰Ût even kept a dustbin in the room,2,Dirty Rooms,negative
Dirty bathroom and rooms .They didn?Û?Èº?‰Ût even kept a dustbin in the room,2,No Dustbin,negative
"?È?·?È???È?·This is the worst hotel experience I ever had. I got booking confirmation and when I reached the place in the middle of the night with a child they said where is no room for me. They lied, trying to pretend this is not the place where I have booking, but where is definitely no any other iconic. Anyway heavy alcohol smell and dirt was there. Doesn?Û?Èº?‰Ût match pictures. Horrible stuff",1,Worst Experience,negative
"?È?·?È???È?·This is the worst hotel experience I ever had. I got booking confirmation and when I reached the place in the middle of the night with a child they said where is no room for me. They lied, trying to pretend this is not the place where I have booking, but where is definitely no any other iconic. Anyway heavy alcohol smell and dirt was there. Doesn?Û?Èº?‰Ût match pictures. Horrible stuff",1,No Room Available,negative
"?È?·?È???È?·This is the worst hotel experience I ever had. I got booking confirmation and when I reached the place in the middle of the night with a child they said where is no room for me. They lied, trying to pretend this is not the place where I have booking, but where is definitely no any other iconic. Anyway heavy alcohol smell and dirt was there. Doesn?Û?Èº?‰Ût match pictures. Horrible stuff",1,Heavy Alcohol Smell,negative
"?È?·?È???È?·This is the worst hotel experience I ever had. I got booking confirmation and when I reached the place in the middle of the night with a child they said where is no room for me. They lied, trying to pretend this is not the place where I have booking, but where is definitely no any other iconic. Anyway heavy alcohol smell and dirt was there. Doesn?Û?Èº?‰Ût match pictures. Horrible stuff",1,Dirty Environment,negative
"?È?·?È???È?·This is the worst hotel experience I ever had. I got booking confirmation and when I reached the place in the middle of the night with a child they said where is no room for me. They lied, trying to pretend this is not the place where I have booking, but where is definitely no any other iconic. Anyway heavy alcohol smell and dirt was there. Doesn?Û?Èº?‰Ût match pictures. Horrible stuff",1,Mismatched Pictures,negative
"?È?·?È???È?·This is the worst hotel experience I ever had. I got booking confirmation and when I reached the place in the middle of the night with a child they said where is no room for me. They lied, trying to pretend this is not the place where I have booking, but where is definitely no any other iconic. Anyway heavy alcohol smell and dirt was there. Doesn?Û?Èº?‰Ût match pictures. Horrible stuff",1,Horrible Staff,negative
Nothing,1,Nothing Positive,negative
"Wi-fi was good , staff was friendly",5,Good Wi-Fi,positive
"Wi-fi was good , staff was friendly",5,Friendly Staff,positive
Old type furniture,6,Old Furniture,neutral
Location,7,Good Location,neutral
They made some concessions for us.,6,Concessions Made,positive
location. spacious excellent food good staff,10,Good Location,positive
location. spacious excellent food good staff,10,Spacious Rooms,positive
location. spacious excellent food good staff,10,Excellent Food,positive
location. spacious excellent food good staff,10,Good Staff,positive
"i liked them. but, i was upset because not agreeing to my request of early check in. had to wait for two hours in a friends place. embarrassing",7,Liked Experience,positive
"i liked them. but, i was upset because not agreeing to my request of early check in. had to wait for two hours in a friends place. embarrassing",7,No Early Check-in,neutral
"i liked them. but, i was upset because not agreeing to my request of early check in. had to wait for two hours in a friends place. embarrassing",7,Embarrassing Wait,neutral
Location,8,Good Location,positive
Nice room and good bed.,7,Nice Room,neutral
Nice room and good bed.,7,Good Bed,neutral
Great location and lovely art deco style hotel,8,Great Location,positive
Great location and lovely art deco style hotel,8,Lovely Art Deco,positive
"Wonderful ambience, very polite staff Breakfast is absolutely amazing, as good as a lunch buffet. Location is superb, Swimming trip to taj included.",7,Wonderful Ambience,neutral
"Wonderful ambience, very polite staff Breakfast is absolutely amazing, as good as a lunch buffet. Location is superb, Swimming trip to taj included.",7,Polite Staff,neutral
"Wonderful ambience, very polite staff Breakfast is absolutely amazing, as good as a lunch buffet. Location is superb, Swimming trip to taj included.",7,Amazing Breakfast,positive
"Wonderful ambience, very polite staff Breakfast is absolutely amazing, as good as a lunch buffet. Location is superb, Swimming trip to taj included.",7,Superb Location,positive
"Wonderful ambience, very polite staff Breakfast is absolutely amazing, as good as a lunch buffet. Location is superb, Swimming trip to taj included.",7,Swimming Trip Included,positive
Location is very convenient. Food and service was excellent. Room was clean and spacious. The responsiveness was remarkable.,8,Convenient Location,positive
Location is very convenient. Food and service was excellent. Room was clean and spacious. The responsiveness was remarkable.,8,Excellent Food,positive
Location is very convenient. Food and service was excellent. Room was clean and spacious. The responsiveness was remarkable.,8,Excellent Service,positive
Location is very convenient. Food and service was excellent. Room was clean and spacious. The responsiveness was remarkable.,8,Clean Room,positive
Location is very convenient. Food and service was excellent. Room was clean and spacious. The responsiveness was remarkable.,8,Spacious Room,positive
Location is very convenient. Food and service was excellent. Room was clean and spacious. The responsiveness was remarkable.,8,Remarkable Responsiveness,positive
Location Staff,8,Good Location,positive
Location Staff,8,Good Staff,positive
"Comfortable, clean, spacious rooms. Excellent service provided by the staff. Good location right next to Khan Market.",9,Comfortable Rooms,positive
"Comfortable, clean, spacious rooms. Excellent service provided by the staff. Good location right next to Khan Market.",9,Clean Rooms,positive
"Comfortable, clean, spacious rooms. Excellent service provided by the staff. Good location right next to Khan Market.",9,Spacious Rooms,positive
"Comfortable, clean, spacious rooms. Excellent service provided by the staff. Good location right next to Khan Market.",9,Excellent Service,positive
"Comfortable, clean, spacious rooms. Excellent service provided by the staff. Good location right next to Khan Market.",9,Good Location,positive
Overall value for money and situated in the heart of city,8,Value for Money,positive
Overall value for money and situated in the heart of city,8,Heart of City,positive
Location was good. Staffs were good.,9,Good Location,positive
Location was good. Staffs were good.,9,Good Staff,positive
"The cleanliness and Staff behavior during check in and out, and they upgrade my room to Superior Deluxe room to Family suites as complimentary which is really wonderful.",9,Cleanliness,positive
"The cleanliness and Staff behavior during check in and out, and they upgrade my room to Superior Deluxe room to Family suites as complimentary which is really wonderful.",9,Good Staff Behavior,positive
"The cleanliness and Staff behavior during check in and out, and they upgrade my room to Superior Deluxe room to Family suites as complimentary which is really wonderful.",9,Room Upgrade,positive
The room was comfortable and staff was so kind!!,10,Comfortable Room,positive
The room was comfortable and staff was so kind!!,10,Kind Staff,positive
Everything was good. Clean towels and bed sheets. Ac is good.,9,Good Experience,positive
Everything was good. Clean towels and bed sheets. Ac is good.,9,Clean Towels,positive
Everything was good. Clean towels and bed sheets. Ac is good.,9,Clean Bed Sheets,positive
Everything was good. Clean towels and bed sheets. Ac is good.,9,Good AC,positive
The managers and staff friendly The Room is perfect The food is great Location is good,9,Friendly Managers,positive
The managers and staff friendly The Room is perfect The food is great Location is good,9,Friendly Staff,positive
The managers and staff friendly The Room is perfect The food is great Location is good,9,Perfect Room,positive
The managers and staff friendly The Room is perfect The food is great Location is good,9,Great Food,positive
The managers and staff friendly The Room is perfect The food is great Location is good,9,Good Location,positive
"Friendly and helpful staff , Room size was good and clean room Hotel and bathroom, Nice Hotel for family",8,Friendly Staff,positive
"Friendly and helpful staff , Room size was good and clean room Hotel and bathroom, Nice Hotel for family",8,Helpful Staff,positive
"Friendly and helpful staff , Room size was good and clean room Hotel and bathroom, Nice Hotel for family",8,Good Room Size,positive
"Friendly and helpful staff , Room size was good and clean room Hotel and bathroom, Nice Hotel for family",8,Clean Room,positive
"Friendly and helpful staff , Room size was good and clean room Hotel and bathroom, Nice Hotel for family",8,Clean Bathroom,positive
"Friendly and helpful staff , Room size was good and clean room Hotel and bathroom, Nice Hotel for family",8,Nice Family Hotel,positive
Good place to stay incase you want to for visa purpose staff is very helpful and always ready to accommodate your reque,9,Good Place to Stay,positive
Good place to stay incase you want to for visa purpose staff is very helpful and always ready to accommodate your reque,9,Helpful Staff,positive
Good place to stay incase you want to for visa purpose staff is very helpful and always ready to accommodate your reque,9,Visa Purpose,positive
Everything is good in hotel especially the food of the hotel is soo tasty and i loved there fried rice (tosted wok rice) with prawn is soo good  ?????£?«?. If somebody go in the hotel must try fried rice with prawn.,10,Good Experience,positive
Everything is good in hotel especially the food of the hotel is soo tasty and i loved there fried rice (tosted wok rice) with prawn is soo good  ?????£?«?. If somebody go in the hotel must try fried rice with prawn.,10,Tasty Food,positive
Everything is good in hotel especially the food of the hotel is soo tasty and i loved there fried rice (tosted wok rice) with prawn is soo good  ?????£?«?. If somebody go in the hotel must try fried rice with prawn.,10,Great Fried Rice,positive
Great Wi-Fi staff friendly and helpful,9,Great Wi-Fi,positive
Great Wi-Fi staff friendly and helpful,9,Friendly Staff,positive
Great Wi-Fi staff friendly and helpful,9,Helpful Staff,positive
Everything ....great value for money,9,Great Value for Money,positive
Very friendly helpful staff Comfy bed and a great night sleep Good location a walk from the train station,10,Friendly Staff,positive
Very friendly helpful staff Comfy bed and a great night sleep Good location a walk from the train station,10,Helpful Staff,positive
Very friendly helpful staff Comfy bed and a great night sleep Good location a walk from the train station,10,Comfy Bed,positive
Very friendly helpful staff Comfy bed and a great night sleep Good location a walk from the train station,10,Great Sleep,positive
Very friendly helpful staff Comfy bed and a great night sleep Good location a walk from the train station,10,Good Location,positive
Very friendly helpful staff Comfy bed and a great night sleep Good location a walk from the train station,10,Near Train Station,positive
"The staff was veryyy friendly, lovely and helpful. They helped me carry my heavy luggage from station to hotel. They were very kind and were loyal too. They didn't charge anything extra. The bill was same as shown in Booking.com. The room was also very clean and as same in the pictures.",8,Very Friendly Staff,positive
"The staff was veryyy friendly, lovely and helpful. They helped me carry my heavy luggage from station to hotel. They were very kind and were loyal too. They didn't charge anything extra. The bill was same as shown in Booking.com. The room was also very clean and as same in the pictures.",8,Lovely Staff,positive
"The staff was veryyy friendly, lovely and helpful. They helped me carry my heavy luggage from station to hotel. They were very kind and were loyal too. They didn't charge anything extra. The bill was same as shown in Booking.com. The room was also very clean and as same in the pictures.",8,Helpful Staff,positive
"The staff was veryyy friendly, lovely and helpful. They helped me carry my heavy luggage from station to hotel. They were very kind and were loyal too. They didn't charge anything extra. The bill was same as shown in Booking.com. The room was also very clean and as same in the pictures.",8,Kind Staff,positive
"The staff was veryyy friendly, lovely and helpful. They helped me carry my heavy luggage from station to hotel. They were very kind and were loyal too. They didn't charge anything extra. The bill was same as shown in Booking.com. The room was also very clean and as same in the pictures.",8,Loyal Staff,positive
"The staff was veryyy friendly, lovely and helpful. They helped me carry my heavy luggage from station to hotel. They were very kind and were loyal too. They didn't charge anything extra. The bill was same as shown in Booking.com. The room was also very clean and as same in the pictures.",8,No Extra Charge,positive
"The staff was veryyy friendly, lovely and helpful. They helped me carry my heavy luggage from station to hotel. They were very kind and were loyal too. They didn't charge anything extra. The bill was same as shown in Booking.com. The room was also very clean and as same in the pictures.",8,Accurate Billing,positive
"The staff was veryyy friendly, lovely and helpful. They helped me carry my heavy luggage from station to hotel. They were very kind and were loyal too. They didn't charge anything extra. The bill was same as shown in Booking.com. The room was also very clean and as same in the pictures.",8,Very Clean Room,positive
"The staff was veryyy friendly, lovely and helpful. They helped me carry my heavy luggage from station to hotel. They were very kind and were loyal too. They didn't charge anything extra. The bill was same as shown in Booking.com. The room was also very clean and as same in the pictures.",8,Room Matches Pictures,positive
"?È?·?È???È?·Staff always looking to take money from you, they go with you for a SIM card and they get a % as they charge you the double, the same for money exchange....They will get a better tip invoicing that kind of things.....",7,Overcharging Staff,negative
"?È?·?È???È?·Staff always looking to take money from you, they go with you for a SIM card and they get a % as they charge you the double, the same for money exchange....They will get a better tip invoicing that kind of things.....",7,Double Charging,negative
Arif and staff very friendly,8,Friendly Arif,positive
Arif and staff very friendly,8,Friendly Staff,positive
Nice comfortable bed,7,Nice Bed,positive
Nice comfortable bed,7,Comfortable Bed,positive
It's okay,8,Okay Experience,neutral
It's walking distance from the station and in the center of the market. The staff was good and helpful.,8,Walking Distance to Station,positive
It's walking distance from the station and in the center of the market. The staff was good and helpful.,8,Central Market Location,positive
It's walking distance from the station and in the center of the market. The staff was good and helpful.,8,Good Staff,positive
It's walking distance from the station and in the center of the market. The staff was good and helpful.,8,Helpful Staff,positive
Everything is good a descent stay for 1 day.,6,Good Experience,positive
Everything is good a descent stay for 1 day.,6,Decent Stay,neutral
Staff are very good!,6,Very Good Staff,positive
Good,6,Good Experience,positive
Location and food room was also clear and fresh,10,Good Location,positive
Location and food room was also clear and fresh,10,Good Food,positive
Location and food room was also clear and fresh,10,Clear Room,positive
Location and food room was also clear and fresh,10,Fresh Room,positive
Hotel location was good. Rooms were nice and comfortable,7,Good Location,positive
Hotel location was good. Rooms were nice and comfortable,7,Nice Rooms,positive
Hotel location was good. Rooms were nice and comfortable,7,Comfortable Rooms,positive
Liked the location and the room size and amenities provided.,6,Good Location,neutral
Liked the location and the room size and amenities provided.,6,Good Room Size,neutral
Liked the location and the room size and amenities provided.,6,Good Amenities,neutral
"I like the Location , Breakfast was amazing i can say Excellent , Housekeeping was far excellent and supportive . Room Contains all major Services one Usually required for a Night..",8,Good Location,positive
"I like the Location , Breakfast was amazing i can say Excellent , Housekeeping was far excellent and supportive . Room Contains all major Services one Usually required for a Night..",8,Amazing Breakfast,positive
"I like the Location , Breakfast was amazing i can say Excellent , Housekeeping was far excellent and supportive . Room Contains all major Services one Usually required for a Night..",8,Excellent Housekeeping,positive
"I like the Location , Breakfast was amazing i can say Excellent , Housekeeping was far excellent and supportive . Room Contains all major Services one Usually required for a Night..",8,Supportive Housekeeping,positive
"I like the Location , Breakfast was amazing i can say Excellent , Housekeeping was far excellent and supportive . Room Contains all major Services one Usually required for a Night..",8,Room Services,positive
?È?·?È???È?·It is very much expensive for there food ....as a example water 1lit 60 rupees MRP but they are taken 60.00+ GST,6,Expensive Food,negative
?È?·?È???È?·It is very much expensive for there food ....as a example water 1lit 60 rupees MRP but they are taken 60.00+ GST,6,Overpriced Water,negative
Food,7,Good Food,positive
nice,8,Nice Experience,positive
good location and good connectivity,8,Good Location,positive
good location and good connectivity,8,Good Connectivity,positive
the service was Good,7,Good Service,positive
"?È?·?È???È?·I didn't like that fact that I had an offer for welcome drinks which was not provided even after asked twice, It's not about the drinks it's about how you provide the service. It was my second visit , and same thing happened",7,No Welcome Drinks,negative
"?È?·?È???È?·I didn't like that fact that I had an offer for welcome drinks which was not provided even after asked twice, It's not about the drinks it's about how you provide the service. It was my second visit , and same thing happened",7,Poor Service,negative
very good i really enjoyed my stay here thanku mahesh we definitely come here again,10,Very Good Experience,positive
very good i really enjoyed my stay here thanku mahesh we definitely come here again,10,Enjoyed Stay,positive
very good i really enjoyed my stay here thanku mahesh we definitely come here again,10,Thank You Mahesh,positive
very good i really enjoyed my stay here thanku mahesh we definitely come here again,10,Repeat Visit,positive
"The reception faces the main road and is as shown on your booking.com page. After checking in, I was taken thru a back door, into a passage, with a lot of mysterious twists and turns, finally entering another building !! I was asked to make the payment there at that counter. This counter was of another hotel (Classic, I think) and that opened into the alley behind Hotel International Inn. So to that extent I felt cheated. The interiors were shoddy. The room was spacious, but with old furniture, TV...slow Wi-Fi. The only thing is favour was the room was clean. And the food was frightfully expensive!! absolutely 3-4 star rates.",7,Accurate Reception,negative
"The reception faces the main road and is as shown on your booking.com page. After checking in, I was taken thru a back door, into a passage, with a lot of mysterious twists and turns, finally entering another building !! I was asked to make the payment there at that counter. This counter was of another hotel (Classic, I think) and that opened into the alley behind Hotel International Inn. So to that extent I felt cheated. The interiors were shoddy. The room was spacious, but with old furniture, TV...slow Wi-Fi. The only thing is favour was the room was clean. And the food was frightfully expensive!! absolutely 3-4 star rates.",7,Cheated Feeling,negative
"The reception faces the main road and is as shown on your booking.com page. After checking in, I was taken thru a back door, into a passage, with a lot of mysterious twists and turns, finally entering another building !! I was asked to make the payment there at that counter. This counter was of another hotel (Classic, I think) and that opened into the alley behind Hotel International Inn. So to that extent I felt cheated. The interiors were shoddy. The room was spacious, but with old furniture, TV...slow Wi-Fi. The only thing is favour was the room was clean. And the food was frightfully expensive!! absolutely 3-4 star rates.",7,Shoddy Interiors,negative
"The reception faces the main road and is as shown on your booking.com page. After checking in, I was taken thru a back door, into a passage, with a lot of mysterious twists and turns, finally entering another building !! I was asked to make the payment there at that counter. This counter was of another hotel (Classic, I think) and that opened into the alley behind Hotel International Inn. So to that extent I felt cheated. The interiors were shoddy. The room was spacious, but with old furniture, TV...slow Wi-Fi. The only thing is favour was the room was clean. And the food was frightfully expensive!! absolutely 3-4 star rates.",7,Spacious Room,positive
"The reception faces the main road and is as shown on your booking.com page. After checking in, I was taken thru a back door, into a passage, with a lot of mysterious twists and turns, finally entering another building !! I was asked to make the payment there at that counter. This counter was of another hotel (Classic, I think) and that opened into the alley behind Hotel International Inn. So to that extent I felt cheated. The interiors were shoddy. The room was spacious, but with old furniture, TV...slow Wi-Fi. The only thing is favour was the room was clean. And the food was frightfully expensive!! absolutely 3-4 star rates.",7,Old Furniture,negative
"The reception faces the main road and is as shown on your booking.com page. After checking in, I was taken thru a back door, into a passage, with a lot of mysterious twists and turns, finally entering another building !! I was asked to make the payment there at that counter. This counter was of another hotel (Classic, I think) and that opened into the alley behind Hotel International Inn. So to that extent I felt cheated. The interiors were shoddy. The room was spacious, but with old furniture, TV...slow Wi-Fi. The only thing is favour was the room was clean. And the food was frightfully expensive!! absolutely 3-4 star rates.",7,Slow Wi-Fi,negative
"The reception faces the main road and is as shown on your booking.com page. After checking in, I was taken thru a back door, into a passage, with a lot of mysterious twists and turns, finally entering another building !! I was asked to make the payment there at that counter. This counter was of another hotel (Classic, I think) and that opened into the alley behind Hotel International Inn. So to that extent I felt cheated. The interiors were shoddy. The room was spacious, but with old furniture, TV...slow Wi-Fi. The only thing is favour was the room was clean. And the food was frightfully expensive!! absolutely 3-4 star rates.",7,Clean Room,positive
"The reception faces the main road and is as shown on your booking.com page. After checking in, I was taken thru a back door, into a passage, with a lot of mysterious twists and turns, finally entering another building !! I was asked to make the payment there at that counter. This counter was of another hotel (Classic, I think) and that opened into the alley behind Hotel International Inn. So to that extent I felt cheated. The interiors were shoddy. The room was spacious, but with old furniture, TV...slow Wi-Fi. The only thing is favour was the room was clean. And the food was frightfully expensive!! absolutely 3-4 star rates.",7,Expensive Food,negative
They were not initially complying to the terms of booking.,7,Non-Compliance,negative
"Very neat clean and spacious hotel..... The hotel is at main road, at a location visible from all around. Nice entrance, rooms were very good. The manager and the staff was helpful. Nice Cozy place, in house restaurant Good Food.",9,Neat Hotel,positive
